bucket,topic,year,count
sci_bio,CRISPR gene editing,2000,18657
sci_bio,CRISPR gene editing,2001,18200
sci_bio,CRISPR gene editing,2002,19513
sci_bio,CRISPR gene editing,2003,19990
sci_bio,CRISPR gene editing,2004,22487
sci_bio,CRISPR gene editing,2005,21446
sci_bio,CRISPR gene editing,2006,22720
sci_bio,CRISPR gene editing,2007,23290
sci_bio,CRISPR gene editing,2008,23898
sci_bio,CRISPR gene editing,2009,24668
sci_bio,CRISPR gene editing,2010,25453
sci_bio,CRISPR gene editing,2011,26646
sci_bio,CRISPR gene editing,2012,27572
sci_bio,CRISPR gene editing,2013,27926
sci_bio,CRISPR gene editing,2014,28045
sci_bio,CRISPR gene editing,2015,28478
sci_bio,CRISPR gene editing,2016,30388
sci_bio,CRISPR gene editing,2017,30641
sci_bio,CRISPR gene editing,2018,32484
sci_bio,CRISPR gene editing,2019,35160
sci_bio,CRISPR gene editing,2020,46177
sci_bio,CRISPR gene editing,2021,41017
sci_bio,CRISPR gene editing,2022,41429
sci_bio,CRISPR gene editing,2023,52148
sci_bio,CRISPR gene editing,2024,44457
sci_bio,CRISPR gene editing,2025,47712
sci_bio,Polymerase chain reaction,2000,13070
sci_bio,Polymerase chain reaction,2001,13004
sci_bio,Polymerase chain reaction,2002,13312
sci_bio,Polymerase chain reaction,2003,13695
sci_bio,Polymerase chain reaction,2004,15048
sci_bio,Polymerase chain reaction,2005,15509
sci_bio,Polymerase chain reaction,2006,16022
sci_bio,Polymerase chain reaction,2007,17465
sci_bio,Polymerase chain reaction,2008,17940
sci_bio,Polymerase chain reaction,2009,19233
sci_bio,Polymerase chain reaction,2010,20126
sci_bio,Polymerase chain reaction,2011,21937
sci_bio,Polymerase chain reaction,2012,22123
sci_bio,Polymerase chain reaction,2013,23826
sci_bio,Polymerase chain reaction,2014,24882
sci_bio,Polymerase chain reaction,2015,25830
sci_bio,Polymerase chain reaction,2016,27422
sci_bio,Polymerase chain reaction,2017,27139
sci_bio,Polymerase chain reaction,2018,29279
sci_bio,Polymerase chain reaction,2019,32319
sci_bio,Polymerase chain reaction,2020,36281
sci_bio,Polymerase chain reaction,2021,37932
sci_bio,Polymerase chain reaction,2022,42561
sci_bio,Polymerase chain reaction,2023,46571
sci_bio,Polymerase chain reaction,2024,51019
sci_bio,Polymerase chain reaction,2025,55121
sci_bio,mRNA vaccine,2000,3875
sci_bio,mRNA vaccine,2001,4028
sci_bio,mRNA vaccine,2002,3905
sci_bio,mRNA vaccine,2003,4353
sci_bio,mRNA vaccine,2004,4884
sci_bio,mRNA vaccine,2005,4793
sci_bio,mRNA vaccine,2006,5443
sci_bio,mRNA vaccine,2007,5754
sci_bio,mRNA vaccine,2008,6009
sci_bio,mRNA vaccine,2009,6233
sci_bio,mRNA vaccine,2010,6511
sci_bio,mRNA vaccine,2011,7060
sci_bio,mRNA vaccine,2012,7334
sci_bio,mRNA vaccine,2013,7372
sci_bio,mRNA vaccine,2014,7523
sci_bio,mRNA vaccine,2015,7857
sci_bio,mRNA vaccine,2016,8223
sci_bio,mRNA vaccine,2017,8253
sci_bio,mRNA vaccine,2018,8769
sci_bio,mRNA vaccine,2019,9272
sci_bio,mRNA vaccine,2020,12953
sci_bio,mRNA vaccine,2021,20368
sci_bio,mRNA vaccine,2022,22997
sci_bio,mRNA vaccine,2023,21196
sci_bio,mRNA vaccine,2024,17791
sci_bio,mRNA vaccine,2025,17476
sci_bio,Gene therapy,2000,33602
sci_bio,Gene therapy,2001,34398
sci_bio,Gene therapy,2002,36599
sci_bio,Gene therapy,2003,39446
sci_bio,Gene therapy,2004,46697
sci_bio,Gene therapy,2005,44484
sci_bio,Gene therapy,2006,47275
sci_bio,Gene therapy,2007,49974
sci_bio,Gene therapy,2008,51694
sci_bio,Gene therapy,2009,54284
sci_bio,Gene therapy,2010,57590
sci_bio,Gene therapy,2011,61274
sci_bio,Gene therapy,2012,67226
sci_bio,Gene therapy,2013,69723
sci_bio,Gene therapy,2014,71596
sci_bio,Gene therapy,2015,76377
sci_bio,Gene therapy,2016,81590
sci_bio,Gene therapy,2017,83532
sci_bio,Gene therapy,2018,87881
sci_bio,Gene therapy,2019,96139
sci_bio,Gene therapy,2020,114782
sci_bio,Gene therapy,2021,110743
sci_bio,Gene therapy,2022,113454
sci_bio,Gene therapy,2023,138331
sci_bio,Gene therapy,2024,130105
sci_bio,Gene therapy,2025,144490
sci_bio,Epigenetics,2000,12
sci_bio,Epigenetics,2001,35
sci_bio,Epigenetics,2002,36
sci_bio,Epigenetics,2003,38
sci_bio,Epigenetics,2004,53
sci_bio,Epigenetics,2005,67
sci_bio,Epigenetics,2006,121
sci_bio,Epigenetics,2007,158
sci_bio,Epigenetics,2008,296
sci_bio,Epigenetics,2009,420
sci_bio,Epigenetics,2010,540
sci_bio,Epigenetics,2011,736
sci_bio,Epigenetics,2012,796
sci_bio,Epigenetics,2013,1053
sci_bio,Epigenetics,2014,906
sci_bio,Epigenetics,2015,986
sci_bio,Epigenetics,2016,1121
sci_bio,Epigenetics,2017,1307
sci_bio,Epigenetics,2018,1174
sci_bio,Epigenetics,2019,1378
sci_bio,Epigenetics,2020,1148
sci_bio,Epigenetics,2021,1281
sci_bio,Epigenetics,2022,1097
sci_bio,Epigenetics,2023,1353
sci_bio,Epigenetics,2024,1242
sci_bio,Epigenetics,2025,1349
sci_bio,Phylogenetics,2000,243
sci_bio,Phylogenetics,2001,243
sci_bio,Phylogenetics,2002,231
sci_bio,Phylogenetics,2003,308
sci_bio,Phylogenetics,2004,429
sci_bio,Phylogenetics,2005,326
sci_bio,Phylogenetics,2006,385
sci_bio,Phylogenetics,2007,470
sci_bio,Phylogenetics,2008,501
sci_bio,Phylogenetics,2009,450
sci_bio,Phylogenetics,2010,564
sci_bio,Phylogenetics,2011,393
sci_bio,Phylogenetics,2012,464
sci_bio,Phylogenetics,2013,489
sci_bio,Phylogenetics,2014,495
sci_bio,Phylogenetics,2015,446
sci_bio,Phylogenetics,2016,535
sci_bio,Phylogenetics,2017,792
sci_bio,Phylogenetics,2018,607
sci_bio,Phylogenetics,2019,542
sci_bio,Phylogenetics,2020,430
sci_bio,Phylogenetics,2021,467
sci_bio,Phylogenetics,2022,413
sci_bio,Phylogenetics,2023,385
sci_bio,Phylogenetics,2024,392
sci_bio,Phylogenetics,2025,411
sci_bio,Natural selection,2000,13487
sci_bio,Natural selection,2001,13304
sci_bio,Natural selection,2002,14451
sci_bio,Natural selection,2003,15540
sci_bio,Natural selection,2004,17506
sci_bio,Natural selection,2005,19114
sci_bio,Natural selection,2006,21710
sci_bio,Natural selection,2007,24364
sci_bio,Natural selection,2008,27295
sci_bio,Natural selection,2009,32414
sci_bio,Natural selection,2010,35815
sci_bio,Natural selection,2011,43107
sci_bio,Natural selection,2012,50850
sci_bio,Natural selection,2013,72126
sci_bio,Natural selection,2014,93422
sci_bio,Natural selection,2015,142707
sci_bio,Natural selection,2016,185054
sci_bio,Natural selection,2017,219527
sci_bio,Natural selection,2018,279500
sci_bio,Natural selection,2019,341014
sci_bio,Natural selection,2020,382172
sci_bio,Natural selection,2021,416795
sci_bio,Natural selection,2022,470769
sci_bio,Natural selection,2023,487769
sci_bio,Natural selection,2024,551309
sci_bio,Natural selection,2025,664870
sci_bio,Biodiversity,2000,840
sci_bio,Biodiversity,2001,1702
sci_bio,Biodiversity,2002,1113
sci_bio,Biodiversity,2003,1167
sci_bio,Biodiversity,2004,1465
sci_bio,Biodiversity,2005,1589
sci_bio,Biodiversity,2006,1891
sci_bio,Biodiversity,2007,1878
sci_bio,Biodiversity,2008,1951
sci_bio,Biodiversity,2009,2584
sci_bio,Biodiversity,2010,2708
sci_bio,Biodiversity,2011,2666
sci_bio,Biodiversity,2012,3257
sci_bio,Biodiversity,2013,4302
sci_bio,Biodiversity,2014,5480
sci_bio,Biodiversity,2015,5269
sci_bio,Biodiversity,2016,7462
sci_bio,Biodiversity,2017,5843
sci_bio,Biodiversity,2018,6610
sci_bio,Biodiversity,2019,7313
sci_bio,Biodiversity,2020,8888
sci_bio,Biodiversity,2021,10888
sci_bio,Biodiversity,2022,9887
sci_bio,Biodiversity,2023,11380
sci_bio,Biodiversity,2024,13818
sci_bio,Biodiversity,2025,15363
sci_phys,Quantum entanglement,2000,10557
sci_phys,Quantum entanglement,2001,11034
sci_phys,Quantum entanglement,2002,11424
sci_phys,Quantum entanglement,2003,12667
sci_phys,Quantum entanglement,2004,13169
sci_phys,Quantum entanglement,2005,13502
sci_phys,Quantum entanglement,2006,15635
sci_phys,Quantum entanglement,2007,17289
sci_phys,Quantum entanglement,2008,15409
sci_phys,Quantum entanglement,2009,21059
sci_phys,Quantum entanglement,2010,17014
sci_phys,Quantum entanglement,2011,19963
sci_phys,Quantum entanglement,2012,18651
sci_phys,Quantum entanglement,2013,20945
sci_phys,Quantum entanglement,2014,19463
sci_phys,Quantum entanglement,2015,19835
sci_phys,Quantum entanglement,2016,21282
sci_phys,Quantum entanglement,2017,23694
sci_phys,Quantum entanglement,2018,23465
sci_phys,Quantum entanglement,2019,27010
sci_phys,Quantum entanglement,2020,28139
sci_phys,Quantum entanglement,2021,30051
sci_phys,Quantum entanglement,2022,32407
sci_phys,Quantum entanglement,2023,37506
sci_phys,Quantum entanglement,2024,42311
sci_phys,Quantum entanglement,2025,52196
sci_phys,Quantum superposition,2000,10532
sci_phys,Quantum superposition,2001,11004
sci_phys,Quantum superposition,2002,11340
sci_phys,Quantum superposition,2003,12510
sci_phys,Quantum superposition,2004,12996
sci_phys,Quantum superposition,2005,13239
sci_phys,Quantum superposition,2006,15331
sci_phys,Quantum superposition,2007,16915
sci_phys,Quantum superposition,2008,15019
sci_phys,Quantum superposition,2009,20585
sci_phys,Quantum superposition,2010,16512
sci_phys,Quantum superposition,2011,19521
sci_phys,Quantum superposition,2012,18224
sci_phys,Quantum superposition,2013,20525
sci_phys,Quantum superposition,2014,18929
sci_phys,Quantum superposition,2015,19383
sci_phys,Quantum superposition,2016,20745
sci_phys,Quantum superposition,2017,23110
sci_phys,Quantum superposition,2018,22930
sci_phys,Quantum superposition,2019,26401
sci_phys,Quantum superposition,2020,27353
sci_phys,Quantum superposition,2021,29545
sci_phys,Quantum superposition,2022,31837
sci_phys,Quantum superposition,2023,36732
sci_phys,Quantum superposition,2024,41392
sci_phys,Quantum superposition,2025,51233
sci_phys,Dark matter,2000,12047
sci_phys,Dark matter,2001,11508
sci_phys,Dark matter,2002,11971
sci_phys,Dark matter,2003,13861
sci_phys,Dark matter,2004,12794
sci_phys,Dark matter,2005,13489
sci_phys,Dark matter,2006,16065
sci_phys,Dark matter,2007,19504
sci_phys,Dark matter,2008,25515
sci_phys,Dark matter,2009,28403
sci_phys,Dark matter,2010,35858
sci_phys,Dark matter,2011,30012
sci_phys,Dark matter,2012,31594
sci_phys,Dark matter,2013,30670
sci_phys,Dark matter,2014,30841
sci_phys,Dark matter,2015,32738
sci_phys,Dark matter,2016,34494
sci_phys,Dark matter,2017,36268
sci_phys,Dark matter,2018,37882
sci_phys,Dark matter,2019,44503
sci_phys,Dark matter,2020,49729
sci_phys,Dark matter,2021,49291
sci_phys,Dark matter,2022,48063
sci_phys,Dark matter,2023,51654
sci_phys,Dark matter,2024,47574
sci_phys,Dark matter,2025,46663
sci_phys,General relativity,2000,10115
sci_phys,General relativity,2001,10553
sci_phys,General relativity,2002,10692
sci_phys,General relativity,2003,11428
sci_phys,General relativity,2004,12131
sci_phys,General relativity,2005,11967
sci_phys,General relativity,2006,15094
sci_phys,General relativity,2007,19364
sci_phys,General relativity,2008,15410
sci_phys,General relativity,2009,16564
sci_phys,General relativity,2010,18116
sci_phys,General relativity,2011,19957
sci_phys,General relativity,2012,20359
sci_phys,General relativity,2013,21847
sci_phys,General relativity,2014,25227
sci_phys,General relativity,2015,27568
sci_phys,General relativity,2016,30934
sci_phys,General relativity,2017,34903
sci_phys,General relativity,2018,37129
sci_phys,General relativity,2019,40324
sci_phys,General relativity,2020,44383
sci_phys,General relativity,2021,48722
sci_phys,General relativity,2022,48110
sci_phys,General relativity,2023,52642
sci_phys,General relativity,2024,53463
sci_phys,General relativity,2025,59551
sci_phys,Spectroscopy,2000,8510
sci_phys,Spectroscopy,2001,9122
sci_phys,Spectroscopy,2002,8953
sci_phys,Spectroscopy,2003,9311
sci_phys,Spectroscopy,2004,9596
sci_phys,Spectroscopy,2005,10421
sci_phys,Spectroscopy,2006,10613
sci_phys,Spectroscopy,2007,11107
sci_phys,Spectroscopy,2008,10805
sci_phys,Spectroscopy,2009,11498
sci_phys,Spectroscopy,2010,11732
sci_phys,Spectroscopy,2011,13431
sci_phys,Spectroscopy,2012,13015
sci_phys,Spectroscopy,2013,13854
sci_phys,Spectroscopy,2014,14809
sci_phys,Spectroscopy,2015,14788
sci_phys,Spectroscopy,2016,14602
sci_phys,Spectroscopy,2017,14721
sci_phys,Spectroscopy,2018,15895
sci_phys,Spectroscopy,2019,15436
sci_phys,Spectroscopy,2020,16586
sci_phys,Spectroscopy,2021,16626
sci_phys,Spectroscopy,2022,16616
sci_phys,Spectroscopy,2023,16713
sci_phys,Spectroscopy,2024,16699
sci_phys,Spectroscopy,2025,18475
sci_phys,Black hole,2000,5970
sci_phys,Black hole,2001,6291
sci_phys,Black hole,2002,6598
sci_phys,Black hole,2003,6828
sci_phys,Black hole,2004,7352
sci_phys,Black hole,2005,7981
sci_phys,Black hole,2006,8892
sci_phys,Black hole,2007,9497
sci_phys,Black hole,2008,9855
sci_phys,Black hole,2009,11076
sci_phys,Black hole,2010,11117
sci_phys,Black hole,2011,12427
sci_phys,Black hole,2012,14091
sci_phys,Black hole,2013,14168
sci_phys,Black hole,2014,15416
sci_phys,Black hole,2015,16265
sci_phys,Black hole,2016,17958
sci_phys,Black hole,2017,20177
sci_phys,Black hole,2018,21667
sci_phys,Black hole,2019,27146
sci_phys,Black hole,2020,33503
sci_phys,Black hole,2021,34652
sci_phys,Black hole,2022,34922
sci_phys,Black hole,2023,37539
sci_phys,Black hole,2024,37801
sci_phys,Black hole,2025,40439
sci_phys,Big Bang,2000,1195
sci_phys,Big Bang,2001,1351
sci_phys,Big Bang,2002,1567
sci_phys,Big Bang,2003,1637
sci_phys,Big Bang,2004,1842
sci_phys,Big Bang,2005,2268
sci_phys,Big Bang,2006,2475
sci_phys,Big Bang,2007,3034
sci_phys,Big Bang,2008,3049
sci_phys,Big Bang,2009,3321
sci_phys,Big Bang,2010,3798
sci_phys,Big Bang,2011,4295
sci_phys,Big Bang,2012,5331
sci_phys,Big Bang,2013,7280
sci_phys,Big Bang,2014,9842
sci_phys,Big Bang,2015,12218
sci_phys,Big Bang,2016,15221
sci_phys,Big Bang,2017,17279
sci_phys,Big Bang,2018,20239
sci_phys,Big Bang,2019,23130
sci_phys,Big Bang,2020,24478
sci_phys,Big Bang,2021,26557
sci_phys,Big Bang,2022,27829
sci_phys,Big Bang,2023,29141
sci_phys,Big Bang,2024,29824
sci_phys,Big Bang,2025,29146
sci_chem,Catalysis,2000,4858
sci_chem,Catalysis,2001,5687
sci_chem,Catalysis,2002,4733
sci_chem,Catalysis,2003,5262
sci_chem,Catalysis,2004,6344
sci_chem,Catalysis,2005,5723
sci_chem,Catalysis,2006,5709
sci_chem,Catalysis,2007,6840
sci_chem,Catalysis,2008,6438
sci_chem,Catalysis,2009,6232
sci_chem,Catalysis,2010,6274
sci_chem,Catalysis,2011,6792
sci_chem,Catalysis,2012,6829
sci_chem,Catalysis,2013,7789
sci_chem,Catalysis,2014,8323
sci_chem,Catalysis,2015,8907
sci_chem,Catalysis,2016,10201
sci_chem,Catalysis,2017,9410
sci_chem,Catalysis,2018,10509
sci_chem,Catalysis,2019,10462
sci_chem,Catalysis,2020,29712
sci_chem,Catalysis,2021,11870
sci_chem,Catalysis,2022,12297
sci_chem,Catalysis,2023,12304
sci_chem,Catalysis,2024,13744
sci_chem,Catalysis,2025,15252
sci_chem,Supramolecular chemistry,2000,45514
sci_chem,Supramolecular chemistry,2001,47255
sci_chem,Supramolecular chemistry,2002,47290
sci_chem,Supramolecular chemistry,2003,50121
sci_chem,Supramolecular chemistry,2004,53148
sci_chem,Supramolecular chemistry,2005,59969
sci_chem,Supramolecular chemistry,2006,54788
sci_chem,Supramolecular chemistry,2007,62340
sci_chem,Supramolecular chemistry,2008,68316
sci_chem,Supramolecular chemistry,2009,72575
sci_chem,Supramolecular chemistry,2010,70609
sci_chem,Supramolecular chemistry,2011,77673
sci_chem,Supramolecular chemistry,2012,82292
sci_chem,Supramolecular chemistry,2013,84986
sci_chem,Supramolecular chemistry,2014,81386
sci_chem,Supramolecular chemistry,2015,91972
sci_chem,Supramolecular chemistry,2016,99105
sci_chem,Supramolecular chemistry,2017,95009
sci_chem,Supramolecular chemistry,2018,102811
sci_chem,Supramolecular chemistry,2019,105092
sci_chem,Supramolecular chemistry,2020,110184
sci_chem,Supramolecular chemistry,2021,111451
sci_chem,Supramolecular chemistry,2022,110971
sci_chem,Supramolecular chemistry,2023,115898
sci_chem,Supramolecular chemistry,2024,126559
sci_chem,Supramolecular chemistry,2025,144484
sci_chem,Graphene,2000,15
sci_chem,Graphene,2001,7
sci_chem,Graphene,2002,6
sci_chem,Graphene,2003,10
sci_chem,Graphene,2004,28
sci_chem,Graphene,2005,37
sci_chem,Graphene,2006,139
sci_chem,Graphene,2007,513
sci_chem,Graphene,2008,1034
sci_chem,Graphene,2009,1819
sci_chem,Graphene,2010,3315
sci_chem,Graphene,2011,5426
sci_chem,Graphene,2012,7756
sci_chem,Graphene,2013,9894
sci_chem,Graphene,2014,12124
sci_chem,Graphene,2015,13964
sci_chem,Graphene,2016,15408
sci_chem,Graphene,2017,15776
sci_chem,Graphene,2018,17046
sci_chem,Graphene,2019,17817
sci_chem,Graphene,2020,17479
sci_chem,Graphene,2021,17364
sci_chem,Graphene,2022,17812
sci_chem,Graphene,2023,17053
sci_chem,Graphene,2024,17914
sci_chem,Graphene,2025,17792
sci_chem,Green chemistry,2000,49568
sci_chem,Green chemistry,2001,51502
sci_chem,Green chemistry,2002,51299
sci_chem,Green chemistry,2003,54597
sci_chem,Green chemistry,2004,57845
sci_chem,Green chemistry,2005,64774
sci_chem,Green chemistry,2006,60298
sci_chem,Green chemistry,2007,68999
sci_chem,Green chemistry,2008,74895
sci_chem,Green chemistry,2009,80068
sci_chem,Green chemistry,2010,81304
sci_chem,Green chemistry,2011,90277
sci_chem,Green chemistry,2012,95504
sci_chem,Green chemistry,2013,100630
sci_chem,Green chemistry,2014,97058
sci_chem,Green chemistry,2015,107944
sci_chem,Green chemistry,2016,116786
sci_chem,Green chemistry,2017,114325
sci_chem,Green chemistry,2018,125767
sci_chem,Green chemistry,2019,130061
sci_chem,Green chemistry,2020,137945
sci_chem,Green chemistry,2021,145178
sci_chem,Green chemistry,2022,150442
sci_chem,Green chemistry,2023,164495
sci_chem,Green chemistry,2024,185922
sci_chem,Green chemistry,2025,211788
sci_chem,Stoichiometry,2000,163
sci_chem,Stoichiometry,2001,158
sci_chem,Stoichiometry,2002,167
sci_chem,Stoichiometry,2003,149
sci_chem,Stoichiometry,2004,183
sci_chem,Stoichiometry,2005,173
sci_chem,Stoichiometry,2006,188
sci_chem,Stoichiometry,2007,177
sci_chem,Stoichiometry,2008,218
sci_chem,Stoichiometry,2009,205
sci_chem,Stoichiometry,2010,229
sci_chem,Stoichiometry,2011,272
sci_chem,Stoichiometry,2012,324
sci_chem,Stoichiometry,2013,301
sci_chem,Stoichiometry,2014,314
sci_chem,Stoichiometry,2015,373
sci_chem,Stoichiometry,2016,404
sci_chem,Stoichiometry,2017,400
sci_chem,Stoichiometry,2018,381
sci_chem,Stoichiometry,2019,434
sci_chem,Stoichiometry,2020,480
sci_chem,Stoichiometry,2021,584
sci_chem,Stoichiometry,2022,591
sci_chem,Stoichiometry,2023,622
sci_chem,Stoichiometry,2024,611
sci_chem,Stoichiometry,2025,630
sci_psych,Cognitive dissonance,2000,4596
sci_psych,Cognitive dissonance,2001,4817
sci_psych,Cognitive dissonance,2002,5349
sci_psych,Cognitive dissonance,2003,5783
sci_psych,Cognitive dissonance,2004,7067
sci_psych,Cognitive dissonance,2005,6947
sci_psych,Cognitive dissonance,2006,9123
sci_psych,Cognitive dissonance,2007,9186
sci_psych,Cognitive dissonance,2008,10452
sci_psych,Cognitive dissonance,2009,12529
sci_psych,Cognitive dissonance,2010,14289
sci_psych,Cognitive dissonance,2011,14507
sci_psych,Cognitive dissonance,2012,17283
sci_psych,Cognitive dissonance,2013,19118
sci_psych,Cognitive dissonance,2014,19973
sci_psych,Cognitive dissonance,2015,20612
sci_psych,Cognitive dissonance,2016,22296
sci_psych,Cognitive dissonance,2017,24933
sci_psych,Cognitive dissonance,2018,26965
sci_psych,Cognitive dissonance,2019,29997
sci_psych,Cognitive dissonance,2020,32147
sci_psych,Cognitive dissonance,2021,33098
sci_psych,Cognitive dissonance,2022,35285
sci_psych,Cognitive dissonance,2023,38443
sci_psych,Cognitive dissonance,2024,41626
sci_psych,Cognitive dissonance,2025,50793
sci_psych,Behaviorism,2000,28
sci_psych,Behaviorism,2001,22
sci_psych,Behaviorism,2002,16
sci_psych,Behaviorism,2003,18
sci_psych,Behaviorism,2004,20
sci_psych,Behaviorism,2005,19
sci_psych,Behaviorism,2006,16
sci_psych,Behaviorism,2007,7
sci_psych,Behaviorism,2008,31
sci_psych,Behaviorism,2009,17
sci_psych,Behaviorism,2010,17
sci_psych,Behaviorism,2011,27
sci_psych,Behaviorism,2012,20
sci_psych,Behaviorism,2013,24
sci_psych,Behaviorism,2014,29
sci_psych,Behaviorism,2015,37
sci_psych,Behaviorism,2016,62
sci_psych,Behaviorism,2017,52
sci_psych,Behaviorism,2018,38
sci_psych,Behaviorism,2019,29
sci_psych,Behaviorism,2020,55
sci_psych,Behaviorism,2021,64
sci_psych,Behaviorism,2022,40
sci_psych,Behaviorism,2023,44
sci_psych,Behaviorism,2024,42
sci_psych,Behaviorism,2025,54
sci_psych,Neuroplasticity,2000,16
sci_psych,Neuroplasticity,2001,71
sci_psych,Neuroplasticity,2002,27
sci_psych,Neuroplasticity,2003,26
sci_psych,Neuroplasticity,2004,40
sci_psych,Neuroplasticity,2005,24
sci_psych,Neuroplasticity,2006,41
sci_psych,Neuroplasticity,2007,39
sci_psych,Neuroplasticity,2008,59
sci_psych,Neuroplasticity,2009,82
sci_psych,Neuroplasticity,2010,88
sci_psych,Neuroplasticity,2011,129
sci_psych,Neuroplasticity,2012,105
sci_psych,Neuroplasticity,2013,113
sci_psych,Neuroplasticity,2014,173
sci_psych,Neuroplasticity,2015,151
sci_psych,Neuroplasticity,2016,237
sci_psych,Neuroplasticity,2017,199
sci_psych,Neuroplasticity,2018,176
sci_psych,Neuroplasticity,2019,233
sci_psych,Neuroplasticity,2020,214
sci_psych,Neuroplasticity,2021,264
sci_psych,Neuroplasticity,2022,311
sci_psych,Neuroplasticity,2023,348
sci_psych,Neuroplasticity,2024,355
sci_psych,Neuroplasticity,2025,713
sci_psych,Attachment theory,2000,25164
sci_psych,Attachment theory,2001,25911
sci_psych,Attachment theory,2002,25772
sci_psych,Attachment theory,2003,27319
sci_psych,Attachment theory,2004,28026
sci_psych,Attachment theory,2005,30135
sci_psych,Attachment theory,2006,31768
sci_psych,Attachment theory,2007,34352
sci_psych,Attachment theory,2008,38129
sci_psych,Attachment theory,2009,45082
sci_psych,Attachment theory,2010,45048
sci_psych,Attachment theory,2011,45913
sci_psych,Attachment theory,2012,49333
sci_psych,Attachment theory,2013,54014
sci_psych,Attachment theory,2014,56649
sci_psych,Attachment theory,2015,56651
sci_psych,Attachment theory,2016,60663
sci_psych,Attachment theory,2017,68249
sci_psych,Attachment theory,2018,70267
sci_psych,Attachment theory,2019,74754
sci_psych,Attachment theory,2020,79183
sci_psych,Attachment theory,2021,78277
sci_psych,Attachment theory,2022,78734
sci_psych,Attachment theory,2023,82597
sci_psych,Attachment theory,2024,92317
sci_psych,Attachment theory,2025,94518
sci_psych,Psychometrics,2000,14
sci_psych,Psychometrics,2001,12
sci_psych,Psychometrics,2002,17
sci_psych,Psychometrics,2003,106
sci_psych,Psychometrics,2004,15
sci_psych,Psychometrics,2005,28
sci_psych,Psychometrics,2006,72
sci_psych,Psychometrics,2007,28
sci_psych,Psychometrics,2008,33
sci_psych,Psychometrics,2009,34
sci_psych,Psychometrics,2010,53
sci_psych,Psychometrics,2011,59
sci_psych,Psychometrics,2012,121
sci_psych,Psychometrics,2013,67
sci_psych,Psychometrics,2014,79
sci_psych,Psychometrics,2015,63
sci_psych,Psychometrics,2016,83
sci_psych,Psychometrics,2017,106
sci_psych,Psychometrics,2018,129
sci_psych,Psychometrics,2019,93
sci_psych,Psychometrics,2020,134
sci_psych,Psychometrics,2021,139
sci_psych,Psychometrics,2022,172
sci_psych,Psychometrics,2023,231
sci_psych,Psychometrics,2024,178
sci_psych,Psychometrics,2025,195
sci_math,Chaos theory,2000,25815
sci_math,Chaos theory,2001,26654
sci_math,Chaos theory,2002,26508
sci_math,Chaos theory,2003,28097
sci_math,Chaos theory,2004,28840
sci_math,Chaos theory,2005,31340
sci_math,Chaos theory,2006,32644
sci_math,Chaos theory,2007,35396
sci_math,Chaos theory,2008,39215
sci_math,Chaos theory,2009,46689
sci_math,Chaos theory,2010,45535
sci_math,Chaos theory,2011,46344
sci_math,Chaos theory,2012,49847
sci_math,Chaos theory,2013,54350
sci_math,Chaos theory,2014,56715
sci_math,Chaos theory,2015,56960
sci_math,Chaos theory,2016,60937
sci_math,Chaos theory,2017,68537
sci_math,Chaos theory,2018,70453
sci_math,Chaos theory,2019,74979
sci_math,Chaos theory,2020,80304
sci_math,Chaos theory,2021,79103
sci_math,Chaos theory,2022,79769
sci_math,Chaos theory,2023,83832
sci_math,Chaos theory,2024,93542
sci_math,Chaos theory,2025,96075
sci_math,Fractal,2000,715
sci_math,Fractal,2001,749
sci_math,Fractal,2002,719
sci_math,Fractal,2003,761
sci_math,Fractal,2004,777
sci_math,Fractal,2005,773
sci_math,Fractal,2006,870
sci_math,Fractal,2007,995
sci_math,Fractal,2008,1020
sci_math,Fractal,2009,1208
sci_math,Fractal,2010,1371
sci_math,Fractal,2011,1325
sci_math,Fractal,2012,1428
sci_math,Fractal,2013,1589
sci_math,Fractal,2014,1566
sci_math,Fractal,2015,1521
sci_math,Fractal,2016,1731
sci_math,Fractal,2017,1734
sci_math,Fractal,2018,2031
sci_math,Fractal,2019,2139
sci_math,Fractal,2020,2251
sci_math,Fractal,2021,2747
sci_math,Fractal,2022,3218
sci_math,Fractal,2023,3320
sci_math,Fractal,2024,3402
sci_math,Fractal,2025,3924
sci_math,Topology,2000,1086
sci_math,Topology,2001,1219
sci_math,Topology,2002,1455
sci_math,Topology,2003,1392
sci_math,Topology,2004,1466
sci_math,Topology,2005,1543
sci_math,Topology,2006,1854
sci_math,Topology,2007,2286
sci_math,Topology,2008,2286
sci_math,Topology,2009,2420
sci_math,Topology,2010,2510
sci_math,Topology,2011,2603
sci_math,Topology,2012,3024
sci_math,Topology,2013,3075
sci_math,Topology,2014,3351
sci_math,Topology,2015,3341
sci_math,Topology,2016,3633
sci_math,Topology,2017,3838
sci_math,Topology,2018,4110
sci_math,Topology,2019,4477
sci_math,Topology,2020,4651
sci_math,Topology,2021,5107
sci_math,Topology,2022,5218
sci_math,Topology,2023,5620
sci_math,Topology,2024,6590
sci_math,Topology,2025,7370
sci_math,Prime number theorem,2000,5791
sci_math,Prime number theorem,2001,5459
sci_math,Prime number theorem,2002,5330
sci_math,Prime number theorem,2003,5608
sci_math,Prime number theorem,2004,6152
sci_math,Prime number theorem,2005,6454
sci_math,Prime number theorem,2006,6758
sci_math,Prime number theorem,2007,7850
