bucket,topic,month,interest
sci_earth,Greenhouse effect,200708,27
sci_earth,Greenhouse effect,200709,41
sci_earth,Greenhouse effect,200710,48
sci_earth,Greenhouse effect,200711,52
sci_earth,Greenhouse effect,200712,36
sci_earth,Greenhouse effect,200801,38
sci_earth,Greenhouse effect,200802,42
sci_earth,Greenhouse effect,200803,41
sci_earth,Greenhouse effect,200804,45
sci_earth,Greenhouse effect,200805,43
sci_earth,Greenhouse effect,200806,32
sci_earth,Greenhouse effect,200807,20
sci_earth,Greenhouse effect,200808,19
sci_earth,Greenhouse effect,200809,35
sci_earth,Greenhouse effect,200810,40
sci_earth,Greenhouse effect,200811,40
sci_earth,Greenhouse effect,200812,32
sci_earth,Greenhouse effect,200901,33
sci_earth,Greenhouse effect,200902,37
sci_earth,Greenhouse effect,200903,43
sci_earth,Greenhouse effect,200904,46
sci_earth,Greenhouse effect,200905,43
sci_earth,Greenhouse effect,200906,32
sci_earth,Greenhouse effect,200907,20
sci_earth,Greenhouse effect,200908,21
sci_earth,Greenhouse effect,200909,34
sci_earth,Greenhouse effect,200910,38
sci_earth,Greenhouse effect,200911,39
sci_earth,Greenhouse effect,200912,31
sci_earth,Greenhouse effect,201001,32
sci_earth,Greenhouse effect,201002,33
sci_earth,Greenhouse effect,201003,35
sci_earth,Greenhouse effect,201004,34
sci_earth,Greenhouse effect,201005,36
sci_earth,Greenhouse effect,201006,26
sci_earth,Greenhouse effect,201007,19
sci_earth,Greenhouse effect,201008,20
sci_earth,Greenhouse effect,201009,29
sci_earth,Greenhouse effect,201010,33
sci_earth,Greenhouse effect,201011,32
sci_earth,Greenhouse effect,201012,26
sci_earth,Greenhouse effect,201101,29
sci_earth,Greenhouse effect,201102,33
sci_earth,Greenhouse effect,201103,32
sci_earth,Greenhouse effect,201104,32
sci_earth,Greenhouse effect,201105,31
sci_earth,Greenhouse effect,201106,25
sci_earth,Greenhouse effect,201107,18
sci_earth,Greenhouse effect,201108,19
sci_earth,Greenhouse effect,201109,26
sci_earth,Greenhouse effect,201110,35
sci_earth,Greenhouse effect,201111,31
sci_earth,Greenhouse effect,201112,26
sci_earth,Greenhouse effect,201201,27
sci_earth,Greenhouse effect,201202,32
sci_earth,Greenhouse effect,201203,32
sci_earth,Greenhouse effect,201204,27
sci_earth,Greenhouse effect,201205,32
sci_earth,Greenhouse effect,201206,21
sci_earth,Greenhouse effect,201207,16
sci_earth,Greenhouse effect,201208,16
sci_earth,Greenhouse effect,201209,26
sci_earth,Greenhouse effect,201210,30
sci_earth,Greenhouse effect,201211,30
sci_earth,Greenhouse effect,201212,21
sci_earth,Greenhouse effect,201301,25
sci_earth,Greenhouse effect,201302,32
sci_earth,Greenhouse effect,201303,30
sci_earth,Greenhouse effect,201304,31
sci_earth,Greenhouse effect,201305,34
sci_earth,Greenhouse effect,201306,23
sci_earth,Greenhouse effect,201307,17
sci_earth,Greenhouse effect,201308,16
sci_earth,Greenhouse effect,201309,25
sci_earth,Greenhouse effect,201310,31
sci_earth,Greenhouse effect,201311,33
sci_earth,Greenhouse effect,201312,24
sci_earth,Greenhouse effect,201401,29
sci_earth,Greenhouse effect,201402,35
sci_earth,Greenhouse effect,201403,33
sci_earth,Greenhouse effect,201404,30
sci_earth,Greenhouse effect,201405,32
sci_earth,Greenhouse effect,201406,22
sci_earth,Greenhouse effect,201407,16
sci_earth,Greenhouse effect,201408,16
sci_earth,Greenhouse effect,201409,27
sci_earth,Greenhouse effect,201410,32
sci_earth,Greenhouse effect,201411,31
sci_earth,Greenhouse effect,201412,27
sci_earth,Greenhouse effect,201501,27
sci_earth,Greenhouse effect,201502,33
sci_earth,Greenhouse effect,201503,33
sci_earth,Greenhouse effect,201504,31
sci_earth,Greenhouse effect,201505,31
sci_earth,Greenhouse effect,201506,20
sci_earth,Greenhouse effect,201507,14
sci_earth,Greenhouse effect,201508,16
sci_earth,Greenhouse effect,201509,29
sci_earth,Greenhouse effect,201510,33
sci_earth,Greenhouse effect,201511,35
sci_earth,Greenhouse effect,201512,28
sci_earth,Greenhouse effect,201601,28
sci_earth,Greenhouse effect,201602,34
sci_earth,Greenhouse effect,201603,32
sci_earth,Greenhouse effect,201604,31
sci_earth,Greenhouse effect,201605,34
sci_earth,Greenhouse effect,201606,19
sci_earth,Greenhouse effect,201607,13
sci_earth,Greenhouse effect,201608,15
sci_earth,Greenhouse effect,201609,23
sci_earth,Greenhouse effect,201610,28
sci_earth,Greenhouse effect,201611,32
sci_earth,Greenhouse effect,201612,27
sci_earth,Greenhouse effect,201701,31
sci_earth,Greenhouse effect,201702,35
sci_earth,Greenhouse effect,201703,36
sci_earth,Greenhouse effect,201704,32
sci_earth,Greenhouse effect,201705,35
sci_earth,Greenhouse effect,201706,22
sci_earth,Greenhouse effect,201707,14
sci_earth,Greenhouse effect,201708,15
sci_earth,Greenhouse effect,201709,25
sci_earth,Greenhouse effect,201710,30
sci_earth,Greenhouse effect,201711,34
sci_earth,Greenhouse effect,201712,28
sci_earth,Greenhouse effect,201801,31
sci_earth,Greenhouse effect,201802,37
sci_earth,Greenhouse effect,201803,34
sci_earth,Greenhouse effect,201804,35
sci_earth,Greenhouse effect,201805,38
sci_earth,Greenhouse effect,201806,22
sci_earth,Greenhouse effect,201807,13
sci_earth,Greenhouse effect,201808,15
sci_earth,Greenhouse effect,201809,29
sci_earth,Greenhouse effect,201810,35
sci_earth,Greenhouse effect,201811,35
sci_earth,Greenhouse effect,201812,31
sci_earth,Greenhouse effect,201901,33
sci_earth,Greenhouse effect,201902,41
sci_earth,Greenhouse effect,201903,37
sci_earth,Greenhouse effect,201904,35
sci_earth,Greenhouse effect,201905,36
sci_earth,Greenhouse effect,201906,25
sci_earth,Greenhouse effect,201907,16
sci_earth,Greenhouse effect,201908,18
sci_earth,Greenhouse effect,201909,30
sci_earth,Greenhouse effect,201910,33
sci_earth,Greenhouse effect,201911,36
sci_earth,Greenhouse effect,201912,29
sci_earth,Greenhouse effect,202001,34
sci_earth,Greenhouse effect,202002,41
sci_earth,Greenhouse effect,202003,32
sci_earth,Greenhouse effect,202004,32
sci_earth,Greenhouse effect,202005,33
sci_earth,Greenhouse effect,202006,24
sci_earth,Greenhouse effect,202007,14
sci_earth,Greenhouse effect,202008,16
sci_earth,Greenhouse effect,202009,30
sci_earth,Greenhouse effect,202010,31
sci_earth,Greenhouse effect,202011,27
sci_earth,Greenhouse effect,202012,26
sci_earth,Greenhouse effect,202101,27
sci_earth,Greenhouse effect,202102,31
sci_earth,Greenhouse effect,202103,38
sci_earth,Greenhouse effect,202104,32
sci_earth,Greenhouse effect,202105,31
sci_earth,Greenhouse effect,202106,26
sci_earth,Greenhouse effect,202107,17
sci_earth,Greenhouse effect,202108,18
sci_earth,Greenhouse effect,202109,27
sci_earth,Greenhouse effect,202110,26
sci_earth,Greenhouse effect,202111,25
sci_earth,Greenhouse effect,202112,24
sci_earth,Greenhouse effect,202201,31
sci_earth,Greenhouse effect,202202,48
sci_earth,Greenhouse effect,202203,59
sci_earth,Greenhouse effect,202204,57
sci_earth,Greenhouse effect,202205,50
sci_earth,Greenhouse effect,202206,33
sci_earth,Greenhouse effect,202207,20
sci_earth,Greenhouse effect,202208,19
sci_earth,Greenhouse effect,202209,30
sci_earth,Greenhouse effect,202210,31
sci_earth,Greenhouse effect,202211,35
sci_earth,Greenhouse effect,202212,29
sci_earth,Greenhouse effect,202301,32
sci_earth,Greenhouse effect,202302,38
sci_earth,Greenhouse effect,202303,42
sci_earth,Greenhouse effect,202304,36
sci_earth,Greenhouse effect,202305,39
sci_earth,Greenhouse effect,202306,25
sci_earth,Greenhouse effect,202307,14
sci_earth,Greenhouse effect,202308,15
sci_earth,Greenhouse effect,202309,24
sci_earth,Greenhouse effect,202310,27
sci_earth,Greenhouse effect,202311,29
sci_earth,Greenhouse effect,202312,25
sci_earth,Greenhouse effect,202401,27
sci_earth,Greenhouse effect,202402,30
sci_earth,Greenhouse effect,202403,29
sci_earth,Greenhouse effect,202404,32
sci_earth,Greenhouse effect,202405,33
sci_earth,Greenhouse effect,202406,16
sci_earth,Greenhouse effect,202407,11
sci_earth,Greenhouse effect,202408,12
sci_earth,Greenhouse effect,202409,19
sci_earth,Greenhouse effect,202410,24
sci_earth,Greenhouse effect,202411,23
sci_earth,Greenhouse effect,202412,19
sci_earth,Greenhouse effect,202501,25
sci_earth,Greenhouse effect,202502,25
sci_earth,Greenhouse effect,202503,26
sci_earth,Greenhouse effect,202504,26
sci_earth,Greenhouse effect,202505,26
sci_earth,Greenhouse effect,202506,14
sci_earth,Greenhouse effect,202507,10
sci_earth,Greenhouse effect,202508,14
sci_earth,Greenhouse effect,202509,21
sci_earth,Greenhouse effect,202510,23
sci_earth,Greenhouse effect,202511,25
sci_earth,Greenhouse effect,202512,22
sci_earth,Greenhouse effect,202601,24
sci_earth,Greenhouse effect,202602,31
sci_earth,Ocean acidification,200401,0
sci_earth,Ocean acidification,200402,0
sci_earth,Ocean acidification,200403,0
sci_earth,Ocean acidification,200404,0
sci_earth,Ocean acidification,200405,0
sci_earth,Ocean acidification,200406,0
sci_earth,Ocean acidification,200407,0
sci_earth,Ocean acidification,200408,0
sci_earth,Ocean acidification,200409,0
sci_earth,Ocean acidification,200410,0
sci_earth,Ocean acidification,200411,0
sci_earth,Ocean acidification,200412,0
sci_earth,Ocean acidification,200501,0
sci_earth,Ocean acidification,200502,0
sci_earth,Ocean acidification,200503,0
sci_earth,Ocean acidification,200504,0
sci_earth,Ocean acidification,200505,0
sci_earth,Ocean acidification,200506,0
sci_earth,Ocean acidification,200507,0
sci_earth,Ocean acidification,200508,0
sci_earth,Ocean acidification,200509,0
sci_earth,Ocean acidification,200510,0
sci_earth,Ocean acidification,200511,0
sci_earth,Ocean acidification,200512,0
sci_earth,Ocean acidification,200601,0
sci_earth,Ocean acidification,200602,0
sci_earth,Ocean acidification,200603,0
sci_earth,Ocean acidification,200604,0
sci_earth,Ocean acidification,200605,0
sci_earth,Ocean acidification,200606,0
sci_earth,Ocean acidification,200607,0
sci_earth,Ocean acidification,200608,0
sci_earth,Ocean acidification,200609,0
sci_earth,Ocean acidification,200610,0
sci_earth,Ocean acidification,200611,15
sci_earth,Ocean acidification,200612,8
sci_earth,Ocean acidification,200701,8
sci_earth,Ocean acidification,200702,8
sci_earth,Ocean acidification,200703,13
sci_earth,Ocean acidification,200704,13
sci_earth,Ocean acidification,200705,9
sci_earth,Ocean acidification,200706,0
sci_earth,Ocean acidification,200707,9
sci_earth,Ocean acidification,200708,4
sci_earth,Ocean acidification,200709,5
sci_earth,Ocean acidification,200710,10
sci_earth,Ocean acidification,200711,14
sci_earth,Ocean acidification,200712,10
sci_earth,Ocean acidification,200801,10
sci_earth,Ocean acidification,200802,13
sci_earth,Ocean acidification,200803,10
sci_earth,Ocean acidification,200804,13
sci_earth,Ocean acidification,200805,16
sci_earth,Ocean acidification,200806,12
sci_earth,Ocean acidification,200807,9
sci_earth,Ocean acidification,200808,12
sci_earth,Ocean acidification,200809,13
sci_earth,Ocean acidification,200810,13
sci_earth,Ocean acidification,200811,20
sci_earth,Ocean acidification,200812,12
sci_earth,Ocean acidification,200901,15
sci_earth,Ocean acidification,200902,17
sci_earth,Ocean acidification,200903,26
sci_earth,Ocean acidification,200904,22
sci_earth,Ocean acidification,200905,17
sci_earth,Ocean acidification,200906,14
sci_earth,Ocean acidification,200907,12
sci_earth,Ocean acidification,200908,13
sci_earth,Ocean acidification,200909,18
sci_earth,Ocean acidification,200910,25
sci_earth,Ocean acidification,200911,26
sci_earth,Ocean acidification,200912,28
sci_earth,Ocean acidification,201001,17
sci_earth,Ocean acidification,201002,27
sci_earth,Ocean acidification,201003,27
sci_earth,Ocean acidification,201004,33
sci_earth,Ocean acidification,201005,27
sci_earth,Ocean acidification,201006,14
sci_earth,Ocean acidification,201007,12
sci_earth,Ocean acidification,201008,14
sci_earth,Ocean acidification,201009,19
sci_earth,Ocean acidification,201010,27
sci_earth,Ocean acidification,201011,25
sci_earth,Ocean acidification,201012,22
sci_earth,Ocean acidification,201101,17
sci_earth,Ocean acidification,201102,22
sci_earth,Ocean acidification,201103,25
sci_earth,Ocean acidification,201104,28
sci_earth,Ocean acidification,201105,24
sci_earth,Ocean acidification,201106,19
sci_earth,Ocean acidification,201107,15
sci_earth,Ocean acidification,201108,15
sci_earth,Ocean acidification,201109,18
sci_earth,Ocean acidification,201110,25
sci_earth,Ocean acidification,201111,27
sci_earth,Ocean acidification,201112,22
sci_earth,Ocean acidification,201201,19
sci_earth,Ocean acidification,201202,22
sci_earth,Ocean acidification,201203,34
sci_earth,Ocean acidification,201204,29
sci_earth,Ocean acidification,201205,25
sci_earth,Ocean acidification,201206,16
sci_earth,Ocean acidification,201207,13
sci_earth,Ocean acidification,201208,16
sci_earth,Ocean acidification,201209,23
sci_earth,Ocean acidification,201210,30
sci_earth,Ocean acidification,201211,35
sci_earth,Ocean acidification,201212,24
sci_earth,Ocean acidification,201301,22
sci_earth,Ocean acidification,201302,26
sci_earth,Ocean acidification,201303,31
sci_earth,Ocean acidification,201304,31
sci_earth,Ocean acidification,201305,35
sci_earth,Ocean acidification,201306,21
sci_earth,Ocean acidification,201307,14
sci_earth,Ocean acidification,201308,17
sci_earth,Ocean acidification,201309,30
sci_earth,Ocean acidification,201310,39
sci_earth,Ocean acidification,201311,39
sci_earth,Ocean acidification,201312,26
sci_earth,Ocean acidification,201401,22
sci_earth,Ocean acidification,201402,31
sci_earth,Ocean acidification,201403,34
sci_earth,Ocean acidification,201404,40
sci_earth,Ocean acidification,201405,40
sci_earth,Ocean acidification,201406,24
sci_earth,Ocean acidification,201407,16
sci_earth,Ocean acidification,201408,19
sci_earth,Ocean acidification,201409,32
sci_earth,Ocean acidification,201410,39
sci_earth,Ocean acidification,201411,38
sci_earth,Ocean acidification,201412,30
sci_earth,Ocean acidification,201501,24
sci_earth,Ocean acidification,201502,35
sci_earth,Ocean acidification,201503,37
sci_earth,Ocean acidification,201504,45
sci_earth,Ocean acidification,201505,43
sci_earth,Ocean acidification,201506,24
sci_earth,Ocean acidification,201507,19
sci_earth,Ocean acidification,201508,21
sci_earth,Ocean acidification,201509,35
sci_earth,Ocean acidification,201510,39
sci_earth,Ocean acidification,201511,40
sci_earth,Ocean acidification,201512,35
sci_earth,Ocean acidification,201601,28
sci_earth,Ocean acidification,201602,37
sci_earth,Ocean acidification,201603,44
sci_earth,Ocean acidification,201604,49
sci_earth,Ocean acidification,201605,51
sci_earth,Ocean acidification,201606,24
sci_earth,Ocean acidification,201607,18
sci_earth,Ocean acidification,201608,20
sci_earth,Ocean acidification,201609,36
sci_earth,Ocean acidification,201610,43
sci_earth,Ocean acidification,201611,49
sci_earth,Ocean acidification,201612,37
sci_earth,Ocean acidification,201701,33
sci_earth,Ocean acidification,201702,45
sci_earth,Ocean acidification,201703,49
sci_earth,Ocean acidification,201704,50
sci_earth,Ocean acidification,201705,62
sci_earth,Ocean acidification,201706,31
sci_earth,Ocean acidification,201707,16
sci_earth,Ocean acidification,201708,21
sci_earth,Ocean acidification,201709,35
sci_earth,Ocean acidification,201710,49
sci_earth,Ocean acidification,201711,49
sci_earth,Ocean acidification,201712,38
sci_earth,Ocean acidification,201801,36
sci_earth,Ocean acidification,201802,47
sci_earth,Ocean acidification,201803,49
sci_earth,Ocean acidification,201804,62
sci_earth,Ocean acidification,201805,75
sci_earth,Ocean acidification,201806,31
sci_earth,Ocean acidification,201807,18
sci_earth,Ocean acidification,201808,24
sci_earth,Ocean acidification,201809,39
sci_earth,Ocean acidification,201810,54
sci_earth,Ocean acidification,201811,51
sci_earth,Ocean acidification,201812,38
sci_earth,Ocean acidification,201901,36
sci_earth,Ocean acidification,201902,46
sci_earth,Ocean acidification,201903,54
sci_earth,Ocean acidification,201904,63
sci_earth,Ocean acidification,201905,95
sci_earth,Ocean acidification,201906,40
sci_earth,Ocean acidification,201907,21
sci_earth,Ocean acidification,201908,27
sci_earth,Ocean acidification,201909,46
sci_earth,Ocean acidification,201910,58
sci_earth,Ocean acidification,201911,55
sci_earth,Ocean acidification,201912,47
sci_earth,Ocean acidification,202001,42
sci_earth,Ocean acidification,202002,52
sci_earth,Ocean acidification,202003,47
sci_earth,Ocean acidification,202004,56
sci_earth,Ocean acidification,202005,64
sci_earth,Ocean acidification,202006,36
sci_earth,Ocean acidification,202007,17
sci_earth,Ocean acidification,202008,24
sci_earth,Ocean acidification,202009,47
sci_earth,Ocean acidification,202010,38
sci_earth,Ocean acidification,202011,36
sci_earth,Ocean acidification,202012,26
sci_earth,Ocean acidification,202101,23
sci_earth,Ocean acidification,202102,30
sci_earth,Ocean acidification,202103,36
sci_earth,Ocean acidification,202104,42
sci_earth,Ocean acidification,202105,47
sci_earth,Ocean acidification,202106,27
sci_earth,Ocean acidification,202107,15
sci_earth,Ocean acidification,202108,17
sci_earth,Ocean acidification,202109,31
sci_earth,Ocean acidification,202110,38
sci_earth,Ocean acidification,202111,39
sci_earth,Ocean acidification,202112,30
sci_earth,Ocean acidification,202201,31
sci_earth,Ocean acidification,202202,45
sci_earth,Ocean acidification,202203,57
sci_earth,Ocean acidification,202204,87
sci_earth,Ocean acidification,202205,100
sci_earth,Ocean acidification,202206,49
sci_earth,Ocean acidification,202207,22
sci_earth,Ocean acidification,202208,25
sci_earth,Ocean acidification,202209,46
sci_earth,Ocean acidification,202210,54
sci_earth,Ocean acidification,202211,55
sci_earth,Ocean acidification,202212,47
sci_earth,Ocean acidification,202301,43
sci_earth,Ocean acidification,202302,56
sci_earth,Ocean acidification,202303,62
sci_earth,Ocean acidification,202304,72
sci_earth,Ocean acidification,202305,84
sci_earth,Ocean acidification,202306,41
sci_earth,Ocean acidification,202307,24
sci_earth,Ocean acidification,202308,26
sci_earth,Ocean acidification,202309,46
sci_earth,Ocean acidification,202310,55
sci_earth,Ocean acidification,202311,55
sci_earth,Ocean acidification,202312,47
sci_earth,Ocean acidification,202401,41
sci_earth,Ocean acidification,202402,58
sci_earth,Ocean acidification,202403,63
sci_earth,Ocean acidification,202404,82
sci_earth,Ocean acidification,202405,91
sci_earth,Ocean acidification,202406,39
sci_earth,Ocean acidification,202407,20
sci_earth,Ocean acidification,202408,31
sci_earth,Ocean acidification,202409,49
sci_earth,Ocean acidification,202410,60
sci_earth,Ocean acidification,202411,61
sci_earth,Ocean acidification,202412,55
sci_earth,Ocean acidification,202501,47
sci_earth,Ocean acidification,202502,59
sci_earth,Ocean acidification,202503,70
sci_earth,Ocean acidification,202504,83
sci_earth,Ocean acidification,202505,93
sci_earth,Ocean acidification,202506,44
sci_earth,Ocean acidification,202507,23
sci_earth,Ocean acidification,202508,41
sci_earth,Ocean acidification,202509,66
sci_earth,Ocean acidification,202510,69
sci_earth,Ocean acidification,202511,75
sci_earth,Ocean acidification,202512,62
sci_earth,Ocean acidification,202601,56
sci_earth,Ocean acidification,202602,79
eco_macro,Quantitative easing,200401,0
eco_macro,Quantitative easing,200402,0
eco_macro,Quantitative easing,200403,0
eco_macro,Quantitative easing,200404,0
eco_macro,Quantitative easing,200405,0
eco_macro,Quantitative easing,200406,0
eco_macro,Quantitative easing,200407,0
eco_macro,Quantitative easing,200408,0
eco_macro,Quantitative easing,200409,0
eco_macro,Quantitative easing,200410,0
eco_macro,Quantitative easing,200411,0
eco_macro,Quantitative easing,200412,0
eco_macro,Quantitative easing,200501,0
eco_macro,Quantitative easing,200502,0
eco_macro,Quantitative easing,200503,0
eco_macro,Quantitative easing,200504,0
eco_macro,Quantitative easing,200505,0
eco_macro,Quantitative easing,200506,0
eco_macro,Quantitative easing,200507,0
eco_macro,Quantitative easing,200508,0
eco_macro,Quantitative easing,200509,0
eco_macro,Quantitative easing,200510,0
eco_macro,Quantitative easing,200511,0
eco_macro,Quantitative easing,200512,0
eco_macro,Quantitative easing,200601,0
eco_macro,Quantitative easing,200602,3
eco_macro,Quantitative easing,200603,3
eco_macro,Quantitative easing,200604,0
eco_macro,Quantitative easing,200605,0
eco_macro,Quantitative easing,200606,0
eco_macro,Quantitative easing,200607,0
eco_macro,Quantitative easing,200608,0
eco_macro,Quantitative easing,200609,0
eco_macro,Quantitative easing,200610,0
eco_macro,Quantitative easing,200611,0
eco_macro,Quantitative easing,200612,0
eco_macro,Quantitative easing,200701,0
eco_macro,Quantitative easing,200702,0
eco_macro,Quantitative easing,200703,0
eco_macro,Quantitative easing,200704,0
eco_macro,Quantitative easing,200705,0
eco_macro,Quantitative easing,200706,0
eco_macro,Quantitative easing,200707,0
eco_macro,Quantitative easing,200708,0
eco_macro,Quantitative easing,200709,0
eco_macro,Quantitative easing,200710,0
eco_macro,Quantitative easing,200711,0
eco_macro,Quantitative easing,200712,0
eco_macro,Quantitative easing,200801,0
eco_macro,Quantitative easing,200802,0
eco_macro,Quantitative easing,200803,0
eco_macro,Quantitative easing,200804,0
eco_macro,Quantitative easing,200805,0
eco_macro,Quantitative easing,200806,0
eco_macro,Quantitative easing,200807,0
eco_macro,Quantitative easing,200808,0
eco_macro,Quantitative easing,200809,1
eco_macro,Quantitative easing,200810,1
eco_macro,Quantitative easing,200811,8
eco_macro,Quantitative easing,200812,18
eco_macro,Quantitative easing,200901,12
eco_macro,Quantitative easing,200902,12
eco_macro,Quantitative easing,200903,36
eco_macro,Quantitative easing,200904,14
eco_macro,Quantitative easing,200905,12
eco_macro,Quantitative easing,200906,8
eco_macro,Quantitative easing,200907,7
eco_macro,Quantitative easing,200908,9
eco_macro,Quantitative easing,200909,7
eco_macro,Quantitative easing,200910,8
eco_macro,Quantitative easing,200911,11
eco_macro,Quantitative easing,200912,7
eco_macro,Quantitative easing,201001,7
eco_macro,Quantitative easing,201002,9
eco_macro,Quantitative easing,201003,8
eco_macro,Quantitative easing,201004,4
eco_macro,Quantitative easing,201005,8
eco_macro,Quantitative easing,201006,5
eco_macro,Quantitative easing,201007,5
eco_macro,Quantitative easing,201008,13
eco_macro,Quantitative easing,201009,16
eco_macro,Quantitative easing,201010,51
eco_macro,Quantitative easing,201011,100
eco_macro,Quantitative easing,201012,34
eco_macro,Quantitative easing,201101,24
eco_macro,Quantitative easing,201102,20
eco_macro,Quantitative easing,201103,18
eco_macro,Quantitative easing,201104,21
eco_macro,Quantitative easing,201105,15
eco_macro,Quantitative easing,201106,19
eco_macro,Quantitative easing,201107,14
eco_macro,Quantitative easing,201108,33
eco_macro,Quantitative easing,201109,22
eco_macro,Quantitative easing,201110,26
eco_macro,Quantitative easing,201111,20
eco_macro,Quantitative easing,201112,14
eco_macro,Quantitative easing,201201,13
eco_macro,Quantitative easing,201202,16
eco_macro,Quantitative easing,201203,14
eco_macro,Quantitative easing,201204,13
eco_macro,Quantitative easing,201205,13
eco_macro,Quantitative easing,201206,15
eco_macro,Quantitative easing,201207,15
eco_macro,Quantitative easing,201208,15
eco_macro,Quantitative easing,201209,39
eco_macro,Quantitative easing,201210,21
eco_macro,Quantitative easing,201211,18
eco_macro,Quantitative easing,201212,13
eco_macro,Quantitative easing,201301,12
eco_macro,Quantitative easing,201302,14
eco_macro,Quantitative easing,201303,15
eco_macro,Quantitative easing,201304,17
eco_macro,Quantitative easing,201305,19
eco_macro,Quantitative easing,201306,26
eco_macro,Quantitative easing,201307,17
eco_macro,Quantitative easing,201308,19
eco_macro,Quantitative easing,201309,26
eco_macro,Quantitative easing,201310,21
eco_macro,Quantitative easing,201311,22
eco_macro,Quantitative easing,201312,20
eco_macro,Quantitative easing,201401,18
eco_macro,Quantitative easing,201402,17
eco_macro,Quantitative easing,201403,15
eco_macro,Quantitative easing,201404,16
eco_macro,Quantitative easing,201405,14
eco_macro,Quantitative easing,201406,11
eco_macro,Quantitative easing,201407,9
eco_macro,Quantitative easing,201408,11
eco_macro,Quantitative easing,201409,15
eco_macro,Quantitative easing,201410,24
eco_macro,Quantitative easing,201411,23
eco_macro,Quantitative easing,201412,17
eco_macro,Quantitative easing,201501,53
eco_macro,Quantitative easing,201502,24
eco_macro,Quantitative easing,201503,28
eco_macro,Quantitative easing,201504,22
eco_macro,Quantitative easing,201505,17
eco_macro,Quantitative easing,201506,13
eco_macro,Quantitative easing,201507,10
eco_macro,Quantitative easing,201508,12
eco_macro,Quantitative easing,201509,15
eco_macro,Quantitative easing,201510,14
eco_macro,Quantitative easing,201511,14
eco_macro,Quantitative easing,201512,13
eco_macro,Quantitative easing,201601,12
eco_macro,Quantitative easing,201602,13
eco_macro,Quantitative easing,201603,14
eco_macro,Quantitative easing,201604,13
eco_macro,Quantitative easing,201605,12
eco_macro,Quantitative easing,201606,10
eco_macro,Quantitative easing,201607,10
eco_macro,Quantitative easing,201608,10
eco_macro,Quantitative easing,201609,10
eco_macro,Quantitative easing,201610,15
eco_macro,Quantitative easing,201611,13
eco_macro,Quantitative easing,201612,11
eco_macro,Quantitative easing,201701,9
eco_macro,Quantitative easing,201702,9
eco_macro,Quantitative easing,201703,10
eco_macro,Quantitative easing,201704,10
eco_macro,Quantitative easing,201705,10
eco_macro,Quantitative easing,201706,8
eco_macro,Quantitative easing,201707,7
eco_macro,Quantitative easing,201708,7
eco_macro,Quantitative easing,201709,10
eco_macro,Quantitative easing,201710,10
eco_macro,Quantitative easing,201711,11
eco_macro,Quantitative easing,201712,10
eco_macro,Quantitative easing,201801,9
eco_macro,Quantitative easing,201802,10
eco_macro,Quantitative easing,201803,9
eco_macro,Quantitative easing,201804,9
eco_macro,Quantitative easing,201805,10
eco_macro,Quantitative easing,201806,11
eco_macro,Quantitative easing,201807,6
eco_macro,Quantitative easing,201808,6
eco_macro,Quantitative easing,201809,8
eco_macro,Quantitative easing,201810,10
eco_macro,Quantitative easing,201811,8
eco_macro,Quantitative easing,201812,10
eco_macro,Quantitative easing,201901,8
eco_macro,Quantitative easing,201902,8
eco_macro,Quantitative easing,201903,8
eco_macro,Quantitative easing,201904,9
eco_macro,Quantitative easing,201905,8
eco_macro,Quantitative easing,201906,10
eco_macro,Quantitative easing,201907,7
eco_macro,Quantitative easing,201908,9
eco_macro,Quantitative easing,201909,13
eco_macro,Quantitative easing,201910,11
eco_macro,Quantitative easing,201911,10
eco_macro,Quantitative easing,201912,9
eco_macro,Quantitative easing,202001,8
eco_macro,Quantitative easing,202002,8
eco_macro,Quantitative easing,202003,40
eco_macro,Quantitative easing,202004,21
eco_macro,Quantitative easing,202005,17
eco_macro,Quantitative easing,202006,13
eco_macro,Quantitative easing,202007,8
eco_macro,Quantitative easing,202008,8
eco_macro,Quantitative easing,202009,8
eco_macro,Quantitative easing,202010,7
eco_macro,Quantitative easing,202011,9
eco_macro,Quantitative easing,202012,7
eco_macro,Quantitative easing,202101,8
eco_macro,Quantitative easing,202102,11
eco_macro,Quantitative easing,202103,9
eco_macro,Quantitative easing,202104,7
eco_macro,Quantitative easing,202105,8
eco_macro,Quantitative easing,202106,7
eco_macro,Quantitative easing,202107,8
eco_macro,Quantitative easing,202108,6
eco_macro,Quantitative easing,202109,7
eco_macro,Quantitative easing,202110,7
eco_macro,Quantitative easing,202111,8
eco_macro,Quantitative easing,202112,8
eco_macro,Quantitative easing,202201,10
eco_macro,Quantitative easing,202202,9
eco_macro,Quantitative easing,202203,10
eco_macro,Quantitative easing,202204,10
eco_macro,Quantitative easing,202205,12
eco_macro,Quantitative easing,202206,12
eco_macro,Quantitative easing,202207,7
eco_macro,Quantitative easing,202208,5
eco_macro,Quantitative easing,202209,9
eco_macro,Quantitative easing,202210,9
eco_macro,Quantitative easing,202211,8
eco_macro,Quantitative easing,202212,6
eco_macro,Quantitative easing,202301,6
eco_macro,Quantitative easing,202302,7
eco_macro,Quantitative easing,202303,10
eco_macro,Quantitative easing,202304,8
eco_macro,Quantitative easing,202305,7
eco_macro,Quantitative easing,202306,5
eco_macro,Quantitative easing,202307,4
